MicroMag 2900/3900 Data File (Series 0016.002)
Direct moment vs. field; First-order reversal curves
Generated by Lake Shore 8600 series VSM software version 1.3

INSTRUMENT
Configuration			VSM
0.0639999999999999, 4.70250099011249E-6
0.0669999999999999, 4.88262849647842E-6
0.0699999999999999, 5.06264622767667E-6
0.0729999999999999, 5.23821235203987E-6
0.076, 5.41598724598715E-6
0.079, 5.58855272386762E-6
0.082, 5.76012790204561E-6
0.085, 5.92553611312138E-6
0.088, 6.0875634174784E-6
0.091, 6.2487711732458E-6
0.094, 6.40375139972695E-6
0.097, 6.56037261735937E-6
0.1, 6.71245109785993E-6
0.103, 6.86140749828798E-6
0.106, 7.00615173812077E-6
0.109, 7.14836469392945E-6
0.112, 7.28635407539208E-6
0.115, 7.42500273517984E-6
0.118, 7.55700327267413E-6

0.439344337778112, 1.20295933611382E-5

-0.041, -2.97551572939581E-6
-0.038, -2.78500809143449E-6
-0.035, -2.58774471625544E-6
-0.032, -2.38856673676981E-6
-0.029, -2.18576378508712E-6
-0.026, -1.98171367588353E-6
-0.023, -1.7723161322861E-6
-0.02, -1.55647251310736E-6
-0.017, -1.34070074555604E-6
-0.014, -1.11848343224965E-6
-0.011, -8.94220181984971E-7
-0.00800000000000001, -6.64815258904663E-7
-0.005, -4.29288245380148E-7
-0.00200000000000006, -1.92798162735473E-7
0.000999999999999945, 5.28098289447174E-8
0.00399999999999995, 3.05057323034713E-7
0.00699999999999995, 5.61058965279564E-7
0.00999999999999995, 8.13393667652635E-7
0.013, 1.06060188112078E-6
0.016, 1.30520734515071E-6
0.019, 1.54893176439645E-6
0.022, 1.786997716979E-6
0.025, 2.02278769846908E-6
0.028, 2.25013745176985E-6
0.031, 2.47102977472734E-6
0.034, 2.69135204709881E-6
0.037, 2.90973436266126E-6
0.04, 3.12109804646451E-6
0.043, 3.33078859727435E-6
0.046, 3.53618655298276E-6
0.0489999999999999, 3.7372398542527E-6
0.0519999999999999, 3.9361626423524E-6
0.0549999999999999, 4.12826467861761E-6
0.0579999999999999, 4.32388663890754E-6
0.0609999999999999, 4.51313595399596E-6
0.0639999999999999, 4.69945733301133E-6
0.0669999999999999, 4.88254283531663E-6
0.0699999999999999, 5.06109321404082E-6
0.0729999999999999, 5.24017811680636E-6
0.076, 5.41551285508063E-6
0.079, 5.58889065398807E-6
0.082, 5.7571526215374E-6
0.085, 5.92411698731336E-6
0.088, 6.08814038218011E-6
0.091, 6.24716803991505E-6
0.094, 6.4066821287526E-6
0.097, 6.56048436271925E-6
0.1, 6.71231199516906E-6
0.103, 6.85824409779853E-6
0.106, 7.00739106206909E-6
0.109, 7.14674582230653E-6
0.112, 7.28995276983994E-6
0.115, 7.42418892846345E-6
0.118, 7.56081406843345E-6
0.121, 7.6892971440188E-6

0.439340652664939, 1.20277348860839E-5

-0.044, -3.18648015299959E-6
-0.041, -2.99421566088606E-6
-0.038, -2.80182851003708E-6
-0.035, -2.60864740333653E-6
-0.032, -2.4054267010629E-6
-0.029, -2.20295197947152E-6
-0.026, -1.99552456480965E-6
-0.023, -1.78462057518659E-6
-0.02, -1.57126659950637E-6
-0.017, -1.35038087799767E-6
-0.014, -1.13217822778103E-6
-0.011, -9.04936887350853E-7
-0.00800000000000001, -6.75078172751318E-7
-0.00500000000000006, -4.40539878040449E-7
-0.00200000000000006, -2.02167578301424E-7
0.000999999999999945, 4.26397911116631E-8
0.00399999999999995, 2.97543337018437E-7
0.00699999999999995, 5.53011669365166E-7
0.00999999999999995, 8.02671336680714E-7
0.013, 1.05349170804187E-6
0.016, 1.30128721263344E-6
0.019, 1.54459922965189E-6
0.022, 1.78134234578186E-6
0.025, 2.01479444978417E-6
0.028, 2.24474106338733E-6
0.031, 2.46831104916317E-6
0.034, 2.68889391996857E-6
0.037, 2.90485046747002E-6
0.04, 3.1191322570229E-6
0.043, 3.32846557130549E-6
0.0459999999999999, 3.53449670840202E-6
0.0489999999999999, 3.73574683677295E-6
0.0519999999999999, 3.93528797852758E-6
0.0549999999999999, 4.13081092854826E-6
0.0579999999999999, 4.31956871620306E-6
0.0609999999999999, 4.51063663364212E-6
0.0639999999999999, 4.69663759414404E-6
0.0669999999999999, 4.88079680350796E-6
0.0699999999999999, 5.06375259941955E-6
0.0729999999999999, 5.23962630776217E-6
0.076, 5.41386989786944E-6
0.079, 5.5866704970978E-6
0.082, 5.7567364871519E-6
0.085, 5.92219426515027E-6
0.088, 6.08791101701046E-6
0.091, 6.24716753364393E-6
0.094, 6.40638722006382E-6
0.097, 6.55765413998906E-6
0.1, 6.71088084788994E-6
0.103, 6.86088670650035E-6
0.106, 7.00407715236382E-6
0.109, 7.14924447471714E-6
0.112, 7.28710066772893E-6
0.115, 7.42522445513467E-6
0.118, 7.55681091656197E-6
0.121, 7.68815604460413E-6
0.124, 7.8134474871583E-6

0.4393451522752, 1.20285220754532E-5

-0.047, -3.3918928282216E-6
-0.044, -3.20748477978622E-6
-0.041, -3.01308314383569E-6
-0.038, -2.81945484270525E-6
-0.035, -2.62081228144943E-6
-0.032, -2.42013217925579E-6
-0.029, -2.21606633712493E-6
-0.026, -2.00871261891275E-6
-0.023, -1.79732951696214E-6
-0.02, -1.5819369335848E-6
-0.017, -1.36357996105493E-6
-0.014, -1.14194969961391E-6
-0.011, -9.16656327283666E-7
-0.00800000000000006, -6.8700693016913E-7
-0.00500000000000006, -4.50188819879204E-7
-0.00200000000000006, -2.11116109734612E-7
0.000999999999999945, 3.81962887799036E-8
0.00399999999999995, 2.8918756810325E-7
0.00699999999999995, 5.44797762983747E-7
0.00999999999999995, 7.96941145967825E-7
0.013, 1.04699962472744E-6
0.016, 1.29231251419416E-6
0.019, 1.53341623856013E-6
0.022, 1.77626248461929E-6
0.025, 2.0066633562162E-6
0.028, 2.23697086937056E-6
0.031, 2.46361018780162E-6
0.034, 2.68365408371249E-6
0.037, 2.90223669938719E-6
0.04, 3.11420690793864E-6
0.0429999999999999, 3.32327998403358E-6
0.0459999999999999, 3.53187816704391E-6
0.0489999999999999, 3.73197604737916E-6
0.0519999999999999, 3.93418543756963E-6
0.0549999999999999, 4.12795982112632E-6
0.0579999999999999, 4.32043458102817E-6
0.0609999999999999, 4.51191053398343E-6
0.0639999999999999, 4.69716332763661E-6
0.0669999999999999, 4.88060275257587E-6
0.0699999999999999, 5.05960961031568E-6
0.0729999999999999, 5.23955112209232E-6
0.076, 5.41638287670853E-6
0.079, 5.58632943739376E-6
0.082, 5.75685156426408E-6
0.085, 5.92349163794937E-6
0.088, 6.08350520164416E-6
0.091, 6.24703303633673E-6
0.094, 6.40495968327863E-6
0.097, 6.55842110658985E-6
0.1, 6.71003172232548E-6
0.103, 6.86176696279627E-6
0.106, 7.00512005574375E-6
0.109, 7.14913171644481E-6
0.112, 7.28910354641312E-6
0.115, 7.42299647787776E-6
0.118, 7.55769587023341E-6
0.121, 7.68701600684109E-6
0.124, 7.81379247730994E-6
0.127, 7.9400499299792E-6

0.439346740304516, 1.20286892802619E-5

-0.0500000000000001, -3.59673395420968E-6
-0.047, -3.41473105936174E-6
-0.044, -3.22400009166216E-6
-0.041, -3.03053121889763E-6
-0.038, -2.83412691370023E-6
-0.035, -2.63723632697392E-6
-0.032, -2.43283752053489E-6
-0.029, -2.22880584448849E-6
-0.026, -2.02135769529527E-6
-0.023, -1.80966284986878E-6
-0.02, -1.59293321911248E-6
-0.017, -1.37620539007995E-6
-0.014, -1.15159328936464E-6
-0.0110000000000001, -9.27261760235454E-7
-0.00800000000000006, -6.96070604776363E-7
-0.00500000000000006, -4.60416652321595E-7
-0.00200000000000006, -2.16781355929482E-7
0.000999999999999945, 3.05989256720666E-8
0.00399999999999995, 2.84288600219517E-7
0.00699999999999995, 5.36568566657578E-7
0.00999999999999995, 7.9001406260629E-7
0.013, 1.03864393673961E-6
0.016, 1.28572621439847E-6
0.019, 1.52808858043647E-6
0.022, 1.76995368376872E-6
0.025, 2.00187546069924E-6
0.028, 2.23214029213124E-6
0.031, 2.45742236302944E-6
0.034, 2.68032475936635E-6
0.037, 2.89805478187274E-6
0.0399999999999999, 3.11047450342547E-6
0.0429999999999999, 3.32251817766159E-6
0.0459999999999999, 3.52958462452105E-6
0.0489999999999999, 3.73325365139937E-6
0.0519999999999999, 3.93169404133595E-6
0.0549999999999999, 4.12623179073743E-6
0.0579999999999999, 4.3206693716308E-6
0.0609999999999999, 4.50937413447349E-6
0.0639999999999999, 4.69643900785512E-6
0.0669999999999999, 4.87900029382301E-6
0.0699999999999999, 5.05898886591282E-6
0.0729999999999999, 5.23995528558067E-6
0.076, 5.41357323761338E-6
0.079, 5.58787467887555E-6
0.082, 5.75503940433249E-6
0.085, 5.92059029468829E-6
0.088, 6.08693957107753E-6
0.091, 6.24803662756901E-6
0.094, 6.40386756156373E-6
0.097, 6.5577477071828E-6
0.1, 6.7110632425658E-6
0.103, 6.85892286526748E-6
0.106, 7.00784790111325E-6
0.109, 7.14691762106118E-6
0.112, 7.29053742164249E-6
0.115, 7.42452828944989E-6
0.118, 7.55746134550394E-6
0.121, 7.68834227999608E-6
0.124, 7.814252548947E-6
0.127, 7.94270484679861E-6
0.13, 8.06321324049128E-6

0.439352096374174, 1.20270421290671E-5

-0.053, -3.79951611820857E-6
-0.0500000000000001, -3.6149329901628E-6
-0.047, -3.43068150454323E-6
-0.044, -3.23830666422416E-6
-0.041, -3.04655194941673E-6
-0.038, -2.85052767566417E-6
-0.035, -2.64882214044966E-6
-0.032, -2.44765282175802E-6
-0.029, -2.24012522809589E-6
-0.026, -2.03261009065747E-6
-0.023, -1.82011206415905E-6
-0.02, -1.60399683752231E-6
-0.017, -1.38632600905279E-6
-0.0140000000000001, -1.16141091039265E-6
-0.0110000000000001, -9.36130851997198E-7
-0.00800000000000006, -7.06177618774928E-7
-0.00500000000000006, -4.68855978429338E-7
-0.00200000000000006, -2.27818240122715E-7
0.000999999999999945, 2.26890337140817E-8
0.00399999999999995, 2.7446825351306E-7
0.00699999999999995, 5.28777184255797E-7
0.00999999999999995, 7.84743176920839E-7
0.013, 1.03322288684996E-6
0.016, 1.2792459490552E-6
0.019, 1.51944806181198E-6
0.022, 1.76237630336898E-6
0.025, 1.99588363608448E-6
0.028, 2.2280462699589E-6
0.031, 2.45240516672059E-6
0.034, 2.67582552873084E-6
0.0369999999999999, 2.89345800897133E-6
0.0399999999999999, 3.10390188817597E-6
0.0429999999999999, 3.31884348040418E-6
0.0459999999999999, 3.52575213887506E-6
0.0489999999999999, 3.72675392365898E-6
0.0519999999999999, 3.92971401019651E-6
0.0549999999999999, 4.12490010805604E-6
0.0579999999999999, 4.31740324022896E-6
0.0609999999999999, 4.50866216262362E-6
0.0639999999999999, 4.69396344355298E-6
0.0669999999999999, 4.87991462999447E-6
0.0699999999999999, 5.05894190283776E-6
0.0729999999999999, 5.23676548993583E-6
0.076, 5.41133621788267E-6
0.079, 5.58662405706836E-6
0.082, 5.75654751606813E-6
0.085, 5.92316725987916E-6
0.088, 6.0855383708003E-6
0.091, 6.24529764635241E-6
0.094, 6.40619834820879E-6
0.097, 6.55684844911897E-6
0.1, 6.71008096571696E-6
0.103, 6.85950833275202E-6
0.106, 7.00609319996903E-6
0.109, 7.14660117993006E-6
0.112, 7.28631350095004E-6
0.115, 7.42260008573334E-6
0.118, 7.55632302202549E-6
0.121, 7.68723880558943E-6
0.124, 7.81783292519645E-6
0.127, 7.94277781942549E-6
0.13, 8.06006926068649E-6
0.133, 8.18022613160375E-6

0.439346458480955, 1.20302616608551E-5

-0.0560000000000001, -3.99880984067587E-6
-0.053, -3.81510609805381E-6
-0.0500000000000001, -3.63177704076801E-6
-0.047, -3.44558170866024E-6
-0.044, -3.25049524120937E-6
-0.041, -3.0578453277596E-6
-0.038, -2.8622943026706E-6
-0.035, -2.66458834459091E-6
-0.032, -2.45988985739911E-6
-0.029, -2.25380176175397E-6
-0.026, -2.04607173340338E-6
-0.023, -1.83168035013887E-6
-0.02, -1.61401225523117E-6
-0.0170000000000001, -1.39626721985549E-6
-0.0140000000000001, -1.17072931825045E-6
-0.0110000000000001, -9.42996074694984E-7
-0.00800000000000006, -7.12293265301709E-7
-0.00500000000000006, -4.75602532638149E-7
-0.00200000000000006, -2.35181248599113E-7
0.000999999999999945, 1.24185368020636E-8
0.00399999999999995, 2.68097593130582E-7
0.00699999999999995, 5.22213097165414E-7
0.00999999999999995, 7.78020763079483E-7
0.013, 1.02628890247202E-6
0.016, 1.27181997117743E-6
0.019, 1.51689578982982E-6
0.022, 1.75513213882187E-6
0.025, 1.99170258172357E-6
0.028, 2.22274642638035E-6
0.031, 2.44817278694673E-6
0.0339999999999999, 2.66919667093038E-6
0.0369999999999999, 2.88998783763845E-6
0.0399999999999999, 3.1021306382597E-6
0.0429999999999999, 3.31456412695135E-6
0.0459999999999999, 3.52115772519548E-6
0.0489999999999999, 3.72692517131743E-6
0.0519999999999999, 3.92661999902792E-6
0.0549999999999999, 4.12402224072485E-6
0.0579999999999999, 4.31677017516562E-6
0.0609999999999999, 4.50604108119075E-6
0.0639999999999999, 4.69430184369431E-6
0.0669999999999999, 4.88165679857109E-6
0.0699999999999999, 5.05879346402265E-6
0.0729999999999999, 5.23851885637001E-6
0.076, 5.41222336414153E-6
0.079, 5.58526696517298E-6
0.082, 5.75547016821138E-6
0.085, 5.92301712954164E-6
0.088, 6.08617758450789E-6
0.091, 6.24453004692009E-6
0.094, 6.40251207543237E-6
0.097, 6.55943987070657E-6
0.1, 6.70957418445107E-6
0.103, 6.86036239682805E-6
0.106, 7.00498534264309E-6
0.109, 7.14782467610899E-6
0.112, 7.28254141735982E-6
0.115, 7.42344377954764E-6
0.118, 7.55659952982871E-6
0.121, 7.68836120102175E-6
0.124, 7.81596835286912E-6
0.127, 7.93683475129453E-6
0.13, 8.06039734613158E-6
0.133, 8.17699049847911E-6
0.136, 8.29239587589289E-6

0.439345749401478, 1.20299103069646E-5

-0.0590000000000001, -4.18929663677391E-6
-0.0560000000000001, -4.01382014358982E-6
-0.053, -3.8317012992906E-6
-0.0500000000000001, -3.6481002377951E-6
-0.047, -3.4552842270082E-6
-0.044, -3.26445121950375E-6
-0.041, -3.07005893800274E-6
-0.038, -2.87238177313521E-6
-0.035, -2.67308626727449E-6
-0.032, -2.46944429734185E-6
-0.029, -2.26255185754454E-6
-0.026, -2.05346977703447E-6
-0.023, -1.84013684337611E-6
-0.0200000000000001, -1.62376084261502E-6
-0.0170000000000001, -1.40448943572057E-6
-0.0140000000000001, -1.18050341569226E-6
-0.0110000000000001, -9.52897043945185E-7
-0.00800000000000006, -7.21989798529477E-7
-0.00500000000000006, -4.82445722289387E-7
-0.00200000000000006, -2.42642750578476E-7
0.000999999999999945, 8.99467441600345E-9
0.00399999999999995, 2.60529448372244E-7
0.00699999999999995, 5.17942878770359E-7
0.00999999999999995, 7.69642810686419E-7
0.013, 1.02046022562911E-6
0.016, 1.26745819340258E-6
0.019, 1.50884863293541E-6
0.022, 1.75135925122883E-6
0.025, 1.98427117999143E-6
0.028, 2.21627880754544E-6
0.0309999999999999, 2.44319493537273E-6
0.0339999999999999, 2.6651958392978E-6
0.0369999999999999, 2.88483712313408E-6
0.0399999999999999, 3.10117544515617E-6
0.0429999999999999, 3.31021955389551E-6
0.0459999999999999, 3.51865995108465E-6
0.0489999999999999, 3.72449759088992E-6
0.0519999999999999, 3.92442449771263E-6
0.0549999999999999, 4.11922742450381E-6
0.0579999999999999, 4.31640191475195E-6
0.0609999999999999, 4.50627945821188E-6
0.0639999999999999, 4.69355371234411E-6
0.0669999999999999, 4.87959496919367E-6
0.0699999999999999, 5.06082463454842E-6
0.0729999999999999, 5.23563829908242E-6
0.076, 5.41233109111266E-6
0.079, 5.58576784757683E-6
0.082, 5.75563232239472E-6
0.085, 5.92202334655783E-6
0.088, 6.0856249405851E-6
0.091, 6.24631328018879E-6
0.094, 6.40357550601019E-6
0.097, 6.55774363267291E-6
0.1, 6.70906541119352E-6
0.103, 6.86145920014676E-6
0.106, 7.00549258127823E-6
0.109, 7.14670243932929E-6
0.112, 7.28790521562559E-6
0.115, 7.42239710342011E-6
0.118, 7.55651905776006E-6
0.121, 7.68631193448227E-6
0.124, 7.81785835639839E-6
0.127, 7.94009706264952E-6
0.13, 8.05933467505833E-6
0.133, 8.17970824038245E-6
0.136, 8.29685648934667E-6
0.139, 8.40866588565728E-6

0.43934290204515, 1.20306401495604E-5

-0.0620000000000001, -4.38286858561321E-6
-0.0590000000000001, -4.20772416197389E-6
-0.0560000000000001, -4.02756840577679E-6
-0.053, -3.84402930516703E-6
-0.0500000000000001, -3.65803087020122E-6
-0.047, -3.47001290370395E-6
-0.044, -3.27674404161434E-6
-0.041, -3.08237154917277E-6
-0.038, -2.88273096825761E-6
-0.035, -2.68252690303999E-6
-0.032, -2.47823490349041E-6
-0.029, -2.27308696257613E-6
-0.026, -2.06580043930229E-6
-0.0230000000000001, -1.84881001707025E-6
-0.0200000000000001, -1.63169867099156E-6
-0.0170000000000001, -1.4098815650152E-6
-0.0140000000000001, -1.18752681020094E-6
-0.0110000000000001, -9.60781719553388E-7
-0.00800000000000006, -7.27609122322412E-7
-0.00500000000000006, -4.88685121437326E-7
-0.00200000000000006, -2.48386271328748E-7
0.000999999999999945, 1.94571364807959E-9
0.00399999999999995, 2.56986199920995E-7
0.00699999999999995, 5.10294190478663E-7
0.00999999999999995, 7.65920747762377E-7
0.013, 1.01410484823804E-6
0.016, 1.26183855400225E-6
0.019, 1.50381464366627E-6
0.022, 1.74442999108036E-6
0.025, 1.98151981708197E-6
0.0279999999999999, 2.21216605747008E-6
0.0309999999999999, 2.43624493791805E-6
0.0339999999999999, 2.65891901736114E-6
0.0369999999999999, 2.87979872740329E-6
0.0399999999999999, 3.09460802401921E-6
0.0429999999999999, 3.30766609767626E-6
0.0459999999999999, 3.51782842971389E-6
0.0489999999999999, 3.7200947845595E-6
0.0519999999999999, 3.91967797149694E-6
0.0549999999999999, 4.11915583431698E-6
0.0579999999999999, 4.3147548774035E-6
0.0609999999999999, 4.50289120976107E-6
0.0639999999999999, 4.68990439806161E-6
0.0669999999999999, 4.87668662696282E-6
0.0699999999999999, 5.05764368166689E-6
0.0729999999999999, 5.23899934269529E-6
0.076, 5.41228781241876E-6
0.079, 5.58523341397901E-6
0.082, 5.75424842573248E-6
0.085, 5.9203794907995E-6
0.088, 6.0844242904884E-6
0.091, 6.24595656907488E-6
0.094, 6.40246364540564E-6
0.097, 6.5592504091663E-6
0.1, 6.71202062289689E-6
0.103, 6.85791993946345E-6
0.106, 7.00534996320739E-6
0.109, 7.14657876134103E-6
0.112, 7.2868251106635E-6
0.115, 7.42618620880264E-6
0.118, 7.55932108990803E-6
0.121, 7.68767318913952E-6
0.124, 7.81424325523972E-6
0.127, 7.93670714456284E-6
0.13, 8.06277479444002E-6
0.133, 8.18000806435262E-6
0.136, 8.29522053491684E-6
0.139, 8.40725359385652E-6
0.142, 8.51689518300028E-6

0.439341119513391, 1.20307478895614E-5

-0.0650000000000001, -4.57023791543976E-6
-0.0620000000000001, -4.39780498007097E-6
-0.0590000000000001, -4.22174160299278E-6
-0.0560000000000001, -4.04141292869542E-6
-0.053, -3.85637694932533E-6
-0.0500000000000001, -3.67101247909758E-6
-0.047, -3.47977957087384E-6
-0.044, -3.28819583826835E-6
-0.041, -3.09198992195372E-6
-0.038, -2.89351489196459E-6
-0.035, -2.69303770276688E-6
-0.032, -2.48833672206684E-6
-0.029, -2.27783524897018E-6
-0.0260000000000001, -2.06971185608135E-6
-0.0230000000000001, -1.85519113095533E-6
-0.0200000000000001, -1.64222231054785E-6
-0.0170000000000001, -1.41709812616865E-6
-0.0140000000000001, -1.19520712014852E-6
-0.0110000000000001, -9.65402795937801E-7
-0.00800000000000006, -7.34069904213343E-7
-0.00500000000000006, -4.9818878880966E-7
-0.00200000000000006, -2.53964162156492E-7
0.000999999999999945, -6.2414649328273E-9
0.00399999999999995, 2.50199099464486E-7
0.00699999999999995, 5.07688921077639E-7
0.00999999999999995, 7.59970408692949E-7
0.013, 1.00737554106957E-6
0.016, 1.25464532247129E-6
0.019, 1.49919448163359E-6
0.022, 1.73870739398389E-6
0.0249999999999999, 1.97421190646014E-6
0.0279999999999999, 2.20333217809399E-6
0.0309999999999999, 2.43333694439713E-6
0.0339999999999999, 2.65835280971235E-6
0.0369999999999999, 2.872798301443E-6
0.0399999999999999, 3.08968043035604E-6
0.0429999999999999, 3.3056754264944E-6
0.0459999999999999, 3.51224511591231E-6
0.0489999999999999, 3.71592222039287E-6
0.0519999999999999, 3.91674219695937E-6
0.0549999999999999, 4.11386447499811E-6
0.0579999999999999, 4.30989575146071E-6
0.0609999999999999, 4.50284561810481E-6
0.0639999999999999, 4.69148082289375E-6
0.0669999999999999, 4.87429961022316E-6
0.0699999999999999, 5.05570581185383E-6
0.0729999999999999, 5.23379630462711E-6
